Word,Definition,Points
ventricle,,1553
ventricles,,2060
ventricolumna,,4644
ventricolumnar,,5981
ventricornu,,2709
ventricornual,,4582
ventricose,,2060
ventricoseness,,5907
ventricosity,,3612
ventricous,,2060
ventricular,,2709
ventricularis,,4582
ventriculi,,2060
ventriculite,,3534
ventriculites,,4582
ventriculitic,,4644
ventriculitidae,,7623
ventriculogram,,6018
ventriculography,,10164
ventriculopuncture,,15946
ventriculoscopy,,7891
ventriculose,,3534
ventriculous,,3534
ventriculus,,2709
ventricumbent,,4706
ventriduct,,2078
ventrifixation,,6204
ventrilateral,,4520
ventrilocution,,5907
ventriloqual,,3715
ventriloqually,,6278
ventriloque,,2859
ventriloquy,,2924
ventriloquial,,4799
ventriloquially,,8024
ventriloquise,,4799
ventriloquised,,6204
ventriloquising,,7935
ventriloquism,,4861
ventriloquist,,4799
ventriloquistic,,7980
ventriloquists,,6167
ventriloquize,,5077
ventriloquizing,,8337
ventriloquous,,4799
ventriloquously,,8024
ventrimesal,,2709
ventrimeson,,2709
ventrine,,1132
ventripyramid,,4768
ventripotence,,4644
ventripotency,,4737
ventripotent,,3534
ventripotential,,7579
ventroaxial,,2816
ventroaxillary,,6204
ventrocaudal,,3560
ventrocystorrhaphy,,16717
ventrodorsad,,3534
ventrodorsal,,3509
ventrodorsally,,5981
ventrofixation,,6204
ventrohysteropexy,,13353
ventroinguinal,,5870
ventrolateral,,4520
ventrolaterally,,7623
ventromedial,,3560
ventromedially,,6056
ventromedian,,3560
ventromesal,,2709
ventromesial,,3534
ventromyel,,2114
ventroposterior,,7579
ventroptosia,,3534
ventroptosis,,3534
ventroscopy,,2816
ventrose,,1132
ventrosity,,2078
ventrosuspension,,9683
ventrotomy,,2114
ventrotomies,,3534
vents,,418
venture,,829
ventured,,1145
venturer,,1132
venturers,,1523
ventures,,1132
venturesome,,2709
venturesomely,,4675
venturesomeness,,7579
venturi,,829
venturia,,1132
venturine,,1523
venturing,,1538
venturings,,2042
venturis,,1132
venturous,,1523
venturously,,2730
venturousness,,4520
venue,,418
venues,,596
venula,,596
venulae,,829
venular,,829
venule,,596
venules,,829
venulose,,1132
venulous,,1132
venus,,418
venusberg,,1568
venushair,,1568
venusian,,1132
venusians,,1523
venust,,596
venusty,,861
venutian,,1132
venville,,1170
veps,,294
vepse,,432
vepsish,,881
ver,,180
vera,,282
veracious,,1553
veraciously,,2773
veraciousness,,4582
veracity,,1194
veracities,,2060
veray,,439
verament,,1157
veranda,,840
verandaed,,1553
verandah,,1182
verandahed,,2114
verandahs,,1583
verandas,,1145
verascope,,1583
veratral,,1132
veratralbin,,2709
veratralbine,,3534
veratraldehyde,,6130
veratrate,,1523
veratria,,1132
veratrias,,1523
veratric,,1157
veratridin,,2042
veratridine,,2687
veratryl,,1170
veratrylidene,,4644
veratrin,,1132
veratrina,,1523
veratrine,,1523
veratrinize,,2859
veratrinized,,3741
veratrinizing,,4830
veratrins,,1523
veratrize,,1657
veratrized,,2204
veratrizing,,2881
veratroidine,,3509
veratroyl,,1568
veratrol,,1132
veratrole,,1523
veratrum,,1157
veratrums,,1553
verb,,294
verbal,,613
verbalisation,,4582
verbalise,,1553
verbalised,,2078
verbaliser,,2060
verbalising,,2730
verbalism,,1583
verbalist,,1553
verbalistic,,2752
verbality,,1598
verbalities,,2709
verbalization,,4861
verbalizations,,6241
verbalize,,1687
verbalized,,2239
verbalizer,,2222
verbalizes,,2222
verbalizing,,2924
verbally,,1194
verbals,,850
verbarian,,1553
verbarium,,1583
verbasco,,1182
verbascose,,2096
verbascum,,1612
verbate,,850
verbatim,,1182
verbena,,850
verbenaceae,,2752
verbenaceous,,3586
verbenalike,,2795
verbenalin,,2060
verbenarius,,2709
verbenas,,1157
verbenate,,1553
verbenated,,2078
verbenating,,2730
verbene,,850
verbenol,,1157
verbenone,,1553
verberate,,1553
verberation,,2709
verberative,,2773
verbesina,,1553
verbesserte,,2709
verby,,454
verbiage,,1170
verbiages,,1568
verbicide,,1598
verbiculture,,3586
verbid,,622
verbids,,861
verbify,,912
verbification,,4737
verbified,,1612
verbifies,,1598
verbifying,,2186
verbigerate,,2730
verbigerated,,3586
verbigerating,,4644
verbigeration,,4613
verbigerative,,4706
verbile,,850
verbiles,,1157
verbless,,1157
verbolatry,,2114
verbomania,,2096
verbomaniac,,2795
verbomotor,,2096
verbose,,850
verbosely,,1598
verboseness,,2709
verbosity,,1598
verbosities,,2709
verboten,,1157
verbous,,850
verbs,,432
verbum,,631
verchok,,923
verd,,288
verdancy,,1207
verdancies,,2078
verdant,,840
verdantly,,1583
verdantness,,2687
verde,,425
verdea,,605
verdelho,,1182
verderer,,1145
verderers,,1538
verderership,,3638
verderor,,1145
verderors,,1538
verdet,,605
verdetto,,1145
verdi,,425
verdict,,861
verdicts,,1170
verdigris,,1553
verdigrised,,2730
verdigrisy,,2114
verdin,,605
verdins,,840
verdite,,840
verditer,,1145
verditers,,1538
verdoy,,631
verdour,,840
verdugo,,850
verdugoship,,2816
verdun,,605
verdure,,840
verdured,,1157
verdureless,,2687
verdurer,,1145
verdures,,1145
verdurous,,1538
verdurousness,,4551
verecund,,1170
verecundity,,2795
verecundness,,3560
veredict,,1170
veredicto,,1568
veredictum,,2114
verey,,439
verek,,446
verenda,,840
veretilliform,,4675
veretillum,,2060
vergaloo,,1145
verge,,425
vergeboard,,2096
verged,,613
vergence,,1170
vergences,,1568
vergency,,1207
vergent,,840
vergentness,,2687
verger,,605
vergeress,,1538
vergery,,871
vergerism,,1568
vergerless,,2042
vergers,,840
vergership,,2132
verges,,605
vergi,,425
vergiform,,1612
vergilian,,1538
vergilianism,,3560
verging,,850
verglas,,840
verglases,,1538
vergobret,,1568
vergoyne,,1182
vergunning,,2060
veri,,282
very,,300
veridic,,861
veridical,,1568
veridicality,,3638
veridicalities,,5944
veridically,,2795
veridicalness,,4613
veridicous,,2078
veridity,,1182
verier,,596
veriest,,829
verify,,648
verifiability,,4768
verifiable,,2114
verifiableness,,6018
verifiably,,2168
verificate,,2114
verification,,3612
verifications,,4675
verificative,,3689
verificatory,,3689
verified,,1182
verifier,,1170
verifiers,,1568
verifies,,1170
verifying,,1627
verily,,622
veriment,,1157
verine,,596
veriscope,,1583
verisimilar,,2709
verisimilarly,,4675
verisimility,,3612
verisimilitude,,5944
verisimilitudinous,,15715
verism,,613
verismo,,850
verismos,,1157
verisms,,850
verist,,596
veristic,,1157
verists,,829
veritability,,3612
veritable,,1553
veritableness,,4582
veritably,,1598
veritas,,829
veritates,,1523
verite,,596
verity,,622
verities,,1132
veritism,,1157
veritist,,1132
veritistic,,2060
verjuice,,1244
verjuiced,,1672
verjuices,,1657
verkrampte,,2168
verligte,,1145
vermeil,,850
vermeils,,1157
vermenging,,2096
vermeology,,2132
vermeologist,,3560
vermes,,613
vermetid,,1170
vermetidae,,2078
vermetio,,1157
vermetus,,1157
vermian,,850
vermicelli,,2096
vermiceous,,2096
vermicidal,,2114
vermicide,,1598
vermicious,,2096
vermicle,,1182
vermicular,,2096
vermicularia,,3586
vermicularly,,3663
vermiculate,,2752
vermiculated,,3612
vermiculating,,4675
vermiculation,,4644
vermicule,,1583
vermiculite,,2752
vermiculites,,3586
vermiculose,,2752
vermiculosity,,4737
vermiculous,,2752
vermiform,,1627
vermiformia,,2816
vermiformis,,2816
vermiformity,,3741
vermiformous,,3663
vermifugal,,2132
vermifuge,,1612
vermifuges,,2132
vermifugous,,2795
vermigerous,,2730
vermigrade,,2096
vermil,,613
vermily,,881
vermilingues,,3560
vermilinguia,,3560
vermilinguial,,4613
vermilion,,1553
vermilionette,,4582
vermilionize,,3767
vermillion,,2060
vermin,,613
verminal,,1157
verminate,,1553
verminated,,2078
verminating,,2730
vermination,,2709
verminer,,1157
verminy,,881
verminicidal,,3612
verminicide,,2773
verminiferous,,4675
verminly,,1194
verminlike,,2132
verminosis,,2060
verminous,,1553
verminously,,2773
verminousness,,4582
verminproof,,2816
vermiparous,,2752
vermiparousness,,7668
vermiphobia,,2859
vermis,,613
vermivorous,,2773
vermivorousness,,7712
vermix,,674
vermont,,850
vermonter,,1553
vermonters,,2060
vermontese,,2060
vermorel,,1157
vermoulu,,1157
vermoulue,,1553
vermouth,,1194
vermouths,,1598
vermuth,,881
vermuths,,1194
vern,,282
vernaccia,,1583
vernacle,,1157
vernacles,,1553
vernacular,,2060
vernacularisation,,12326
vernacularise,,4582
vernacularised,,5944
vernacularising,,7623
vernacularism,,4644
vernacularist,,4582
vernacularity,,4675
vernacularization,,12903
vernacularize,,4861
vernacularized,,6278
vernacularizing,,8024
vernacularly,,3612
vernacularness,,5907
vernaculars,,2709
vernaculate,,2709
vernaculous,,2709
vernage,,840
vernal,,596
vernalisation,,4520
vernalise,,1523
vernalised,,2042
vernalising,,2687
vernality,,1568
vernalization,,4799
vernalize,,1657
vernalized,,2204
vernalizes,,2186
vernalizing,,2881
vernally,,1170
vernant,,829
vernation,,1523
verneuk,,871
verneuker,,1583
verneukery,,2150
vernicle,,1157
vernicles,,1553
vernicose,,1553
vernier,,829
verniers,,1132
vernile,,829
vernility,,1568
vernin,,596
vernine,,829
vernissage,,2042
vernition,,1523
vernix,,657
vernixes,,1219
vernon,,596
vernonia,,1132
vernoniaceous,,4582
vernonieae,,2024
vernonin,,1132
verona,,596
veronal,,829
veronalism,,2060
veronese,,1132
veronica,,1157
veronicas,,1553
veronicella,,2709
veronicellidae,,5944
verpa,,432
verquere,,1244
verray,,622
verre,,418
verrel,,596
verrell,,829
verry,,439
verriculate,,2709
verriculated,,3560
verricule,,1553
verriere,,1132
verruca,,850
verrucae,,1157
verrucano,,1553
verrucaria,,2060
verrucariaceae,,5981
verrucariaceous,,7668
verrucarioid,,3560
verrucated,,2078
verruciferous,,4675
verruciform,,2816
verrucose,,1553
verrucoseness,,4582
verrucosis,,2060
verrucosity,,2773
verrucosities,,4582
verrucous,,1553
verruculose,,2709
verruga,,840
verrugas,,1145
vers,,282
versa,,418
versability,,2773
versable,,1157
versableness,,3534
versailles,,2024
versal,,596
versant,,829
versants,,1132
versate,,829
versatec,,1157
versatile,,1523
versatilely,,2730
versatileness,,4520
versatility,,2730
versatilities,,4520
versation,,1523
versative,,1568
verse,,418
versecraft,,2114
versed,,605
verseless,,1523
verselet,,1132
versemaker,,2132
versemaking,,2816
verseman,,1157
versemanship,,3663
versemen,,1157
versemonger,,2730
versemongery,,3638
versemongering,,5981
verser,,596
versers,,829
verses,,596
versesmith,,2114
verset,,596
versets,,829
versette,,1132
verseward,,1583
versewright,,2816
versicle,,1157
versicler,,1553
versicles,,1553
versicolor,,2060
versicolorate,,4582
versicolored,,3560
versicolorous,,4582
versicolour,,2709
versicoloured,,4613
versicular,,2060
versicule,,1553
versiculi,,1553
versiculus,,2060
versiera,,1132
versify,,892
versifiable,,2773
versifiaster,,3560
versification,,4675
versifications,,6018
versificator,,3612
versificatory,,4768
versificatrix,,4891
versified,,1583
versifier,,1568
versifiers,,2078
versifies,,1568
versifying,,2150
versiform,,1598
versiloquy,,2239
versin,,596
versine,,829
versines,,1132
versing,,840
version,,829
versional,,1523
versioner,,1523
versionist,,2024
versionize,,2186
versions,,1132
versipel,,1157
verso,,418
versor,,596
versos,,596
verst,,418
versta,,596
verste,,596
verstes,,829
versts,,596
versual,,829
versus,,596
versute,,829
vert,,282
vertebra,,1157
vertebrae,,1553
vertebral,,1553
vertebraless,,3534
vertebrally,,2773
vertebraria,,2709
vertebrarium,,3586
vertebrarterial,,7579
vertebras,,1553
vertebrata,,2060
vertebrate,,2060
vertebrated,,2730
vertebrates,,2709
vertebration,,3534
vertebre,,1157
vertebrectomy,,4799
vertebriform,,3663
vertebroarterial,,9683
vertebrobasilar,,7668
vertebrochondral,,10004
vertebrocostal,,5981
vertebrodymus,,4768
vertebrofemoral,,7802
vertebroiliac,,4644
vertebromammary,,7980
vertebrosacral,,5981
vertebrosternal,,7579
vertep,,613
vertex,,657
vertexes,,1219
verty,,439
vertibility,,2773
vertible,,1157
vertibleness,,3534
vertical,,1157
verticaled,,2078
verticaling,,2730
verticalism,,2752
verticality,,2773
verticalled,,2730
vertically,,2114
verticalling,,3560
verticalness,,3534
verticals,,1553
vertices,,1157
verticil,,1157
verticillary,,3612
verticillaster,,5907
verticillastrate,,9683
verticillate,,3534
verticillated,,4613
verticillately,,6018
verticillation,,5907
verticilli,,2060
verticilliaceous,,9790
verticilliose,,4582
verticillium,,3586
verticillus,,2709
verticils,,1553
verticity,,1598
verticomental,,4644
verticordious,,4613
vertiginate,,2687
vertigines,,2042
vertiginous,,2687
vertiginously,,4644
vertiginousness,,7534
vertigo,,840
vertigoes,,1538
vertigos,,1145
vertilinear,,2666
vertimeter,,2060
verts,,418
vertu,,418
vertugal,,1145
vertumnus,,1553
vertus,,596
verulamian,,2060
veruled,,840
verumontanum,,3586
verus,,418
veruta,,596
verutum,,850
vervain,,861
vervainlike,,2816
vervains,,1170
verve,,439
vervecean,,1598
vervecine,,1598
vervel,,622
verveled,,1182
vervelle,,1170
vervelled,,1583
vervenia,,1170
verver,,622
verves,,622
vervet,,622
vervets,,861
vervine,,861
verzini,,923
verzino,,923
vesalian,,1132
vesania,,829
vesanic,,850
vesbite,,850
vese,,282
vesica,,613
vesicae,,850
vesical,,850
vesicant,,1157
vesicants,,1553
vesicate,,1157
vesicated,,1568
vesicates,,1553
vesicating,,2078
vesication,,2060
vesicatory,,2114
vesicatories,,3534
vesicle,,850
vesicles,,1157
vesicoabdominal,,7802
vesicocavernous,,7802
vesicocele,,2096
vesicocervical,,6167
vesicoclysis,,3663
vesicofixation,,6278
vesicointestinal,,9683
vesicoprostatic,,7757
vesicopubic,,2838
vesicorectal,,3586
vesicosigmoid,,4706
vesicospinal,,3586
vesicotomy,,2150
vesicovaginal,,4706
vesicula,,1157
vesiculae,,1553
vesicular,,1553
vesiculary,,2114
vesicularia,,2709
vesicularity,,3612
vesicularly,,2773
vesiculase,,2060
vesiculata,,2060
vesiculatae,,2709
vesiculate,,2060
vesiculated,,2730
vesiculating,,3560
vesiculation,,3534
vesicule,,1157
vesiculectomy,,4799
vesiculiferous,,6018
vesiculiform,,3663
vesiculigerous,,5944
vesiculitis,,2709
vesiculobronchial,,12775
vesiculocavernous,,12647
vesiculopustular,,9790
vesiculose,,2060
vesiculotympanic,,10164
vesiculotympanitic,,16331
vesiculotomy,,3663
vesiculotubular,,7668
vesiculous,,2060
vesiculus,,1553
vesicupapular,,4706
vesigia,,840
veskit,,631
vesp,,294
vespa,,432
vespacide,,1598
vespal,,613
vesper,,613
vesperal,,1157
vesperals,,1553
vespery,,881
vesperian,,1553
vespering,,1568
vespers,,850
vespertide,,2078
vespertilian,,3534
vespertilio,,2709
vespertiliones,,5907
vespertilionid,,5944
vespertilionidae,,9736
vespertilioninae,,9683
vespertilionine,,7579
vespertinal,,2709
vespertine,,2060
vespetro,,1157
vespiary,,1194
vespiaries,,2060
vespid,,622
vespidae,,1170
vespids,,861
vespiform,,1627
vespina,,850
vespine,,850
vespoid,,861
vespoidea,,1568
vespucci,,1207
vessel,,596
vesseled,,1145
vesselful,,1568
vesselled,,1538
vessels,,829
vesses,,596
vessets,,829
vessicnon,,1553
vessignon,,1538
vest,,282
vesta,,418
vestal,,596
vestalia,,1132
vestally,,1170
vestals,,829
vestalship,,2114
vestas,,596
vested,,605
vestee,,596
vestees,,829
vester,,596
vestiary,,1170
vestiarian,,2024
vestiaries,,2024
vestiarium,,2060
vestible,,1157
vestibula,,1553
vestibular,,2060
vestibulary,,2773
vestibulate,,2709
vestibule,,1553
vestibuled,,2078
vestibules,,2060
vestibuling,,2730
vestibulospinal,,7668
vestibulum,,2096
vestigal,,1145
vestige,,840
vestiges,,1145
vestigia,,1145
vestigial,,1538
vestigially,,2752
vestigian,,1538
vestigiary,,2096
vestigium,,1568
vestiment,,1553
vestimental,,2709
vestimentary,,3612
vesting,,840
vestings,,1145
vestini,,829
vestinian,,1523
vestiture,,1523
vestless,,1132
vestlet,,829
vestlike,,1182
vestment,,1157
vestmental,,2060
vestmentary,,2773
vestmented,,2078
vestments,,1553
vestral,,829
vestralization,,6167
vestry,,622
vestrical,,1553
vestrydom,,1612
vestries,,1132
vestrify,,1207
vestrification,,6018
vestryhood,,2150
vestryish,,1612
vestryism,,1598
vestryize,,1702
vestryman,,1598
vestrymanly,,2838
vestrymanship,,4830
vestrymen,,1598
vests,,418
vestuary,,1170
vestural,,1132
vesture,,829
vestured,,1145
vesturer,,1132
vestures,,1132
vesturing,,1538
vesuvian,,1170
vesuvianite,,2730
vesuvians,,1568
vesuviate,,1568
vesuvin,,861
vesuvite,,1170
vesuvius,,1170
veszelyite,,2239
vet,,180
veta,,282
vetanda,,840
vetch,,454
vetches,,881
vetchy,,665
vetchier,,1194
vetchiest,,1598
vetchlike,,1657
vetchling,,1612
veter,,418
veteran,,829
veterancy,,1598
veteraness,,2024
veteranize,,2186
veterans,,1132
veterinary,,2078
veterinarian,,3483
veterinarianism,,7579
veterinarians,,4520
veterinaries,,3483
vetitive,,1170
vetivene,,1170
vetivenol,,1568
vetiver,,861
vetiveria,,1568
vetivers,,1170
vetivert,,1170
vetkousie,,1583
veto,,282
vetoed,,605
vetoer,,596
vetoers,,829
vetoes,,596
vetoing,,840
vetoism,,850
vetoist,,829
vetoistic,,1553
vetoistical,,2709
vets,,282
vetted,,605
vetting,,840
vettura,,829
vetture,,829
vetturino,,1523
vetus,,418
vetust,,596
vetusty,,861
veuglaire,,1538
veuve,,439
vex,,215
vexable,,923
vexation,,1219
vexations,,1627
vexatious,,1627
vexatiously,,2881
vexatiousness,,4737
vexatory,,1257
vexed,,475
vexedly,,943
vexedness,,1642
vexer,,468
vexers,,657
vexes,,468
vexful,,683
vexil,,468
vexilla,,902
vexillar,,1219
vexillary,,1672
vexillaries,,2816
vexillarious,,3663
vexillate,,1627
vexillation,,2816
vexillology,,2902
vexillologic,,3741
vexillological,,6204
vexillologist,,4768
vexillum,,1244
vexils,,657
vexing,,665
vexingly,,1269
vexingness,,2168
vext,,324
via,,180
viability,,1598
viabilities,,2709
viable,,613
viableness,,2060
viably,,639
viaduct,,861
viaducts,,1170
viage,,425
viaggiatory,,2773
viagram,,861
viagraph,,1207
viajaca,,923
vial,,282
vialed,,605
vialful,,861
vialing,,840
vialled,,840
vialling,,1145
vialmaker,,1612
vialmaking,,2150
vialogue,,1145
vials,,418
viameter,,1157
viand,,425
viande,,605
vianden,,840
viander,,840
viandry,,871
viands,,605
vias,,282
vyase,,439
viasma,,613
viatic,,613
viatica,,850
viatical,,1157
viaticals,,1553
viaticum,,1182
viaticums,,1583
viatometer,,2060
viator,,596
viatores,,1132
viatorial,,1523
viatorially,,2730
viators,,829
vibe,,294
vibes,,432
vibetoite,,1553
vibex,,482
vibgyor,,892
vibices,,871
vibioid,,861
vibist,,613
vibists,,850
vibix,,482
vibracula,,1583
vibracular,,2096
vibracularium,,4706
vibraculoid,,2773
vibraculum,,2132
vibraharp,,1627
vibraharpist,,3663
vibraharps,,2150
vibrance,,1182
vibrances,,1583
vibrancy,,1219
vibrancies,,2096
vibrant,,850
vibrantly,,1598
vibrants,,1157
vibraphone,,2150
vibraphones,,2816
vibraphonist,,3663
vibrate,,850
vibrated,,1170
vibrates,,1157
vibratile,,1553
vibratility,,2773
vibrating,,1568
vibratingly,,2795
vibration,,1553
vibrational,,2709
vibrationless,,4582
vibrations,,2060
vibratiuncle,,3586
vibratiunculation,,12454
vibrative,,1598
vibrato,,850
vibrator,,1157
vibratory,,1598
vibrators,,1553
vibratos,,1157
vibrio,,613
vibrioid,,1170
vibrion,,850
vibrionic,,1583
vibrions,,1157
vibrios,,850
vibriosis,,1553
vibrissa,,1157
vibrissae,,1553
vibrissal,,1553
vibrograph,,2168
vibromassage,,3612
vibrometer,,2096
vibromotive,,2816
vibronic,,1182
vibrophone,,2150
vibroscope,,2132
vibroscopic,,2838
vibrotherapeutics,,12775
viburnic,,1182
viburnin,,1157
viburnum,,1182
viburnums,,1583
vic,,190
vica,,294
vicaire,,850
vicar,,432
vicara,,613
vicarage,,1170
vicarages,,1568
vicarate,,1157
vicarates,,1553
vicarchoral,,2816
vicaress,,1157
vicargeneral,,3560
vicary,,639
vicarial,,1157
vicarian,,1157
vicarianism,,2752
vicariate,,1553
vicariates,,2060
vicariateship,,4737
vicarii,,850
vicariism,,1583
vicarious,,1553
vicariously,,2773
vicariousness,,4582
vicarius,,1157
vicarly,,881
vicars,,613
vicarship,,1627
vice,,294
vicecomes,,1612
vicecomital,,2795
vicecomites,,2795
viced,,439
vicegeral,,1568
vicegerency,,2838
vicegerencies,,4675
vicegerent,,2078
vicegerents,,2730
vicegerentship,,6130
viceless,,1157
vicelike,,1207
vicenary,,1194
vicennial,,1553
viceregal,,1568
viceregally,,2795
viceregency,,2838
viceregent,,2078
viceregents,,2730
vicereine,,1553
viceroy,,881
viceroyal,,1598
viceroyalty,,2838
viceroydom,,2168
viceroies,,1553
viceroys,,1194
viceroyship,,2881
vices,,432
vicesimal,,1583
vicety,,639
viceversally,,3689
vichy,,475
vichies,,881
vichyite,,1232
vichyssoise,,2838
vicia,,432
vicianin,,1157
vicianose,,1553
vicilin,,850
vicinage,,1170
vicinages,,1568
vicinal,,850
vicine,,613
vicing,,622
vicinity,,1194
vicinities,,2060
viciosity,,1598
vicious,,850
viciously,,1598
viciousness,,2709
vicissitous,,2709
vicissitude,,2730
vicissitudes,,3560
vicissitudinary,,7757
vicissitudinous,,7623
vicissitudinousness,,19875
vick,,318
vicki,,461
vicky,,482
vickie,,648
vicoite,,850
vicomte,,871
vicomtes,,1182
vicomtesse,,2096
vicomtesses,,2752
vicontiel,,1553
vicontiels,,2060
victal,,613
victim,,631
victimhood,,2168
victimisation,,4644
victimise,,1583
victimised,,2114
victimiser,,2096
victimising,,2773
victimizable,,3870
victimization,,4922
victimizations,,6316
victimize,,1717
victimized,,2275
victimizer,,2257
victimizers,,2945
victimizes,,2257
victimizing,,2967
victimless,,2096
victims,,871
victless,,1157
victor,,613
victordom,,1598
victoress,,1553
victorfish,,2168
victorfishes,,3689
victory,,881
victoria,,1157
victorian,,1553
victorianism,,3586
victorianize,,3767
victorianly,,2773
victorians,,2060
victorias,,1553
victoriate,,2060
victoriatus,,2709
victories,,1553
victoryless,,2773
victorine,,1553
victorious,,2060
victoriously,,3612
victoriousness,,5907
victorium,,1583
victors,,850
victress,,1157
victresses,,2060
victrices,,1583
victrix,,923
victrola,,1157
victual,,850
victualage,,2078
victualed,,1568
victualer,,1553
victualers,,2060
victualing,,2078
victualled,,2078
victualler,,2060
victuallers,,2709
victuallership,,6093
victualless,,2709
victualling,,2730
victualry,,1598
victuals,,1157
victus,,613
vicua,,432
vicualling,,2078
vicuda,,622
vicugna,,861
vicugnas,,1170
vicuna,,613
vicunas,,850
vicus,,432
vidame,,622
viddhal,,881
viddui,,613
vidduy,,639
vide,,288
videlicet,,1568
videnda,,850
videndum,,1182
video,,425
videocassette,,4613
videocassettes,,5944
videocast,,1568
videocasting,,3586
videodisc,,1583
videodiscs,,2096
videodisk,,1612
videogenic,,2096
videophone,,2132
videos,,605
videotape,,1568
videotaped,,2096
videotapes,,2078
videotaping,,2752
videotex,,1232
videotext,,1642
videruff,,1219
vidette,,840
videttes,,1145
videtur,,840
vidhyanath,,2204
vidya,,446
vidian,,605
vidicon,,861
vidicons,,1170
vidimus,,861
vidkid,,648
vidkids,,892
vidonia,,840
vidry,,446
vidua,,425
viduage,,850
vidual,,605
vidually,,1182
viduate,,840
viduated,,1157
viduation,,1538
viduinae,,1145
viduine,,840
viduity,,871
viduities,,1538
viduous,,840
vie,,180
vied,,288
vielle,,596
vienna,,596
viennese,,1132
vier,,282
vierkleur,,1583
vierling,,1145
viers,,418
viertel,,829
viertelein,,2024
vies,,282
vietcong,,1170
vietminh,,1194
vietnam,,850
vietnamese,,2060
vietnamization,,6241
view,,300
viewable,,1194
viewably,,1232
viewed,,631
viewer,,622
viewers,,861
viewfinder,,2150
viewfinders,,2816
viewy,,461
viewier,,861
viewiest,,1170
viewiness,,1568
viewing,,871
viewings,,1182
viewless,,1170
viewlessly,,2132
viewlessness,,3560
viewly,,648
viewpoint,,1598
viewpoints,,2114
viewport,,1194
views,,439
viewsome,,1194
viewster,,1170
viewworthy,,2239
vifda,,446
viga,,288
vigas,,425
vigentennial,,3509
vigesimal,,1568
vigesimation,,3560
vigesimo,,1170
vigesimoquarto,,6278
vigesimos,,1568
viggle,,613
vigia,,425
vigias,,605
vigil,,425
vigilance,,1568
vigilancy,,1612
vigilant,,1145
vigilante,,1538
vigilantes,,2042
vigilantism,,2730
vigilantist,,2687
vigilantly,,2096
vigilantness,,3509
vigilate,,1145
vigilation,,2042
vigils,,605
vigintiangular,,5907
vigintillion,,3509
vigintillionth,,5981
vigneron,,1145
vignerons,,1538
vignette,,1145
vignetted,,1553
vignetter,,1538
vignettes,,1538
vignetting,,2060
vignettist,,2042
vignettists,,2687
vignin,,605
vigogne,,850
vigone,,605
vigonia,,840
vigor,,425
vigorish,,1182
vigorishes,,2096
vigorist,,1145
vigorless,,1538
vigoroso,,1145
vigorous,,1145
vigorously,,2096
vigorousness,,3509
vigors,,605
vigour,,605
vigours,,840
vihara,,622
vihuela,,861
vii,,180
viii,,282
vying,,446
vyingly,,902
vijay,,490
vijao,,468
viking,,639
vikingism,,1627
vikinglike,,2186
vikings,,881
vikingship,,2204
vil,,180
vila,,282
vilayet,,861
vilayets,,1170
vild,,288
vildly,,631
vildness,,1145
vile,,282
vilehearted,,2752
vileyns,,861
vilela,,596
vilely,,622
vileness,,1132
vilenesses,,2024
viler,,418
vilest,,596
vilhelm,,881
vili,,282
viliaco,,850
vilicate,,1157
vilify,,648
vilification,,3612
vilifications,,4675
vilified,,1182
vilifier,,1170
vilifiers,,1568
vilifies,,1170
vilifying,,1627
vilifyingly,,2881
vilipend,,1170
vilipended,,2096
vilipender,,2078
vilipending,,2752
vilipendious,,3560
vilipenditory,,4706
vilipends,,1568
vility,,622
vilities,,1132
vill,,282
villa,,418
villache,,1194
villadom,,1170
villadoms,,1568
villae,,596
villaette,,1523
village,,840
villageful,,2096
villagehood,,2773
villagey,,1182
villageless,,2687
villagelet,,2042
villagelike,,2773
villageous,,2042
villager,,1145
villageress,,2687
villagery,,1583
villagers,,1538
villages,,1145
villaget,,1145
villageward,,2773
villagy,,871
villagism,,1568
villayet,,1170
villain,,829
villainage,,2042
villaindom,,2078
villainess,,2024
villainesses,,3483
villainy,,1170
villainies,,2024
villainist,,2024
villainize,,2186
villainous,,2024
villainously,,3560
villainousness,,5833
villainproof,,3612
villains,,1132
villakin,,1182
villaless,,1523
villalike,,1583
villan,,596
villanage,,1538
villancico,,2096
villanella,,2024
villanelle,,2024
villanette,,2024
villanous,,1523
villanously,,2730
villanova,,1568
villanovan,,2078
villar,,596
villarsite,,2024
villas,,596
villate,,829
villatic,,1157
ville,,418
villegiatura,,3509
villegiature,,3509
villein,,829
villeinage,,2042
villeiness,,2024
villeinhold,,2752
villeins,,1132
villeity,,1170
villenage,,1538
villi,,418
villiaumite,,2709
villicus,,1157
villiferous,,2730
villiform,,1598
villiplacental,,5981
villiplacentalia,,9790
villitis,,1132
villoid,,840
villose,,829
villosity,,1568
villosities,,2666
villota,,829
villote,,829
villous,,829
villously,,1568
vills,,418
villus,,596
vim,,190
vimana,,613
vimen,,432
vimful,,639
vimina,,613
viminal,,850
vimineous,,1553
vimpa,,446
vims,,294
vin,,180
vina,,282
vinaceous,,1553
vinaconic,,1583
vinage,,605
vinagron,,1145
vinaigre,,1145
vinaigrette,,2687
vinaigretted,,3534
vinaigrettes,,3509
vinaigrier,,2042
vinaigrous,,2042
vinal,,418
vinalia,,829
vinals,,596
vinas,,418
